,Unnamed: 0,formatted_address,input_string,latitude,longitude,number_of_results,postcode,status
591,645,"12221 N Mopac Expy, Austin, TX 78759, USA",12221 North Mopac in Austin (TX),30.4114435,-97.7062822,1,78759,OK
592,646,"4211 S Lamar Blvd, Austin, TX 78704, USA",4211 S Lamar Blvd in Austin (TX),30.2337708,-97.79240859999999,1,78704,OK
593,648,"9201 Circuit of the Americas Blvd, Austin, TX 78617, USA",Circuit Of The Americas in Travis (TX),30.134580800000002,-97.6358511,1,78617,OK
594,649,"7020 Grand Canyon Dr, Austin, TX 78752, USA",7020 Grand Canyon Dr 108 in Austin (TX),30.3263353,-97.6955903,1,78752,OK
595,650,"E Riverside Dr & S Hwy 183, Austin, TX 78744, USA",Hwy 183 And E Riverside Dr in Austin (TX),30.217656899999994,-97.6834309,1,78744,OK
596,651,"Travis, TX 76570, USA",Travis (TX),31.1354588,-97.0027678,1,76570,OK
597,652,"2200 W 35th St, Austin, TX 78763, USA",2200 W 35Th in Austin (TX),30.3137419,-97.7612793,2,78763,OK
598,653,"10535 Boyer Blvd, Austin, TX 78758, USA",10535 Boyer Blvd in Austin (TX),30.384465399999996,-97.709849,1,78758,OK
599,654,"N Lamar Blvd & W Rundberg Ln, Austin, TX 78753, USA",North Lamar And Rundberg in Austin (TX),30.363062,-97.69702740000001,1,78753,OK
600,656,"N Lamar Blvd & Morrow St, Austin, TX 78752, USA",Morrow Street And Norht Lamar Boulevard in Austin (TX),30.3440003,-97.7150441,1,78752,OK
601,657,"9302 Brents Elm Dr, Austin, TX 78744, USA",9302 Brents Elm Dr in Austin (TX),30.15986999999999,-97.7804905,1,78744,OK
602,658,"1906 Chestnut Ave, Austin, TX 78722, USA",1906 Chestnut Ave in Austin (TX),30.281058299999998,-97.7177181,1,78722,OK
603,659,"1401 E Rundberg Ln, Austin, TX 78753, USA",1401 E Rundberg Ln in Austin (TX),30.3490239,-97.6799584,1,78753,OK
604,660,"A, 8700 Research Blvd, Austin, TX 78757, USA",8700 Research Blvd in Austin (TX),30.3647441,-97.7191588,1,78757,OK
605,661,"1403 Citation Cir, Del Valle, TX 78617, USA",1403 Citation Cir in Del Valle (TX),30.2231469,-97.5211918,1,78617,OK
606,662,"E 12th St & Airport Blvd, Austin, TX 78702, USA",12Th And Airport Blvd in Austin (TX),30.276854399999998,-97.7003386,1,78702,OK
607,663,"Congress Ave & W 5th St, Austin, TX 78701, USA",Congress Ave And 5Th St in Austin (TX),30.2671174,-97.7431305,1,78701,OK
608,664,"9300 S IH 35 Frontage Rd, Austin, TX 78748, USA",9300 S Ih 35 in Austin (TX),30.1636038,-97.7905446,1,78748,OK
609,665,"1210 Neans Dr, Austin, TX 78758, USA",1210 Neans Drive in Austin (TX),30.376746100000002,-97.6999873,1,78758,OK
610,666,"Covert Park at Mount Bonnell, 3800 Mt Bonnell Rd, Austin, TX 78731, USA",Mt Bonnell Rd And Colorado in Austin (TX),30.321637100000004,-97.77323309999998,2,78731,OK
611,668,"Los Robles Cir, Oak Ranch, TX 78617, USA",Los Robles Cir in Austin (TX),30.17568189999999,-97.6272726,1,78617,OK
612,669,"7325 Gaines Mill Ln, Austin, TX 78745, USA",7325 Gaines Mill in Austin (TX),30.19871079999999,-97.81157900000001,1,78745,OK
613,670,"8707 Lindell Ln, Austin, TX 78724, USA",8707 Lindell Ln in Austin (TX),30.319338300000002,-97.6033172,1,78724,OK
614,671,"Winter Haven Rd, Austin, TX 78747, USA",Winter Haven Rd in Austin (TX),30.1498391,-97.7408053,1,78747,OK
615,672,"Hergotz Ln & Thompson Ln, Austin, TX 78742, USA",Hergotz And Thompson in Austin (TX),30.2458045,-97.6801921,1,78742,OK
616,673,"7209 Barnsdale Way, Austin, TX 78745, USA",7209 Barnsdale in Austin (TX),30.192199199999997,-97.79301770000001,1,78745,OK
617,674,"1000 E 41st St, Austin, TX 78751, USA",1000 E 41St St in Austin (TX),30.2998354,-97.71994090000001,1,78751,OK
618,676,"13800 Long Meadow Dr, Pflugerville, TX 78660, USA",13800 Long Meadow in Travis (TX),30.406598,-97.633598,1,78660,OK
619,677,"109 E St Johns Ave, Austin, TX 78752, USA",109 E St Johns in Austin (TX),30.335100800000003,-97.70940360000002,1,78752,OK
620,678,"341 King St E, Toronto, ON M5A 4R7, Canada",Georgian Dr & Anderson Ln in Austin (TX),43.6513281,-79.36573949999998,1,M5A 4R7,OK
621,679,"1820 Wooten Park Dr, Austin, TX 78757, USA",1820 Wooten Park Dr. in Austin (TX),30.3545348,-97.7249748,1,78757,OK
622,680,"1817 E Oltorf St, Austin, TX 78741, USA",1817 E Oltorf in Austin (TX),30.2305034,-97.7367901,1,78741,OK
623,681,"5710 E Martin Luther King Jr Blvd, Austin, TX 78723, USA",5710 E Mlk Jr in Austin (TX),30.2866728,-97.6683333,1,78723,OK
624,682,"4705 Bayside Dr, Austin, TX 78744, USA",4705 Bayside in Austin (TX),30.2004137,-97.74063050000001,1,78744,OK
625,683,"4434 Frontier Trail, Austin, TX 78745, USA",4434 Frontier in Austin (TX),30.231440000000003,-97.795757,1,78745,OK
626,684,"2301 Rachael Ct, Austin, TX 78748, USA",2301 Rachel Cv in Austin (TX),30.1771478,-97.8275108,1,78748,OK
627,685,"9009 Brown Ln, Austin, TX 78754, USA",9009 Brown Ln in Austin (TX),30.345412899999996,-97.6733995,1,78754,OK
628,686,"2109 Granberry Dr, Austin, TX 78745, USA",2109 Granberry in Austin (TX),30.1995647,-97.8115365,1,78745,OK
629,687,"3416 River Rd, Austin, TX 78703, USA",3416 River Rd in Travis (TX),30.306859399999997,-97.77244350000001,1,78703,OK
630,688,"7901 Bramble Bush Dr, Austin, TX 78747, USA",7901 Bramble Drive in Austin (TX),30.158677,-97.7385511,1,78747,OK
631,689,"Sterzing St & Barton Springs Rd, Austin, TX 78704, USA",Barton Springs And Sterzing St in Austin (TX),30.26384609999999,-97.7636349,1,78704,OK
632,690,"Island Oak Dr, Austin, TX 78748, USA",Island Oaks in Austin (TX),30.1577908,-97.80174050000001,1,78748,OK
633,691,"9807 Capitol View Dr, Austin, TX 78747, USA",9807 Capitol View in Travis (TX),30.139697899999998,-97.750986,1,78747,OK
634,692,"Montopolis Dr & E Riverside Dr, Austin, TX 78741, USA",Montopolis And Riverside in Austin (TX),30.224874699999997,-97.70347579999999,1,78741,OK
635,693,"Harris Branch Neighborhood Park, Farmhaven Rd, Austin, TX 78754, USA",Harris Branch Sub Dividion in Austin (TX),30.349940000000004,-97.61938570000001,2,78754,OK
636,694,"Atkinson Rd & Blessing Ave, Austin, TX 78752, USA",Blessing Ave And Atkinson Rd in Austin (TX),30.325609999999998,-97.6970436,1,78752,OK
637,695,"N Lamar Blvd & Ferguson Dr, Austin, TX 78758, USA",North Lamar And Ferguson in Austin (TX),30.377657199999998,-97.6887895,1,78758,OK
638,696,"Merrilltown Dr & Bratton Ln, Wells Branch, TX 78728, USA",Bratton Lane And Merriltown Ln in Austin (TX),30.4458373,-97.6865553,1,78728,OK
639,697,"1600 Wickersham Ln, Austin, TX 78741, USA",1600 Wickersham Ln in Austin (TX),30.2364768,-97.718735,1,78741,OK
640,698,"Ross Rd & E Hwy 71, Garfield, TX 78617, USA",Ross Rd And Highway 71 in Austin (TX),30.186418800000002,-97.6095379,1,78617,OK
641,699,"Harvey St & E 18th St, Austin, TX 78702, USA",E 18Th And Harvey in Austin (TX),30.2807918,-97.7052651,1,78702,OK
642,700,"7201 Levander Loop, Austin, TX 78702, USA",7201 Levander Loop in Austin (TX),30.2527847,-97.6904186,1,78702,OK
643,701,"5101 Merritt Dr, Austin, TX 78744, USA",5101 Merritt in Austin (TX),30.2016322,-97.75336290000001,1,78744,OK
644,702,"Fiesta (3909 S Ih35/38Th Half), Austin, TX 78722, USA",38Th And Ih35 in Austin (TX),30.2963332,-97.7183161,1,78722,OK
645,703,"2443 E State Hwy 71 Service Rd, Del Valle, TX 78617, USA",2443 East State Highway 71 Service Road in Del Valle (TX),30.2135971,-97.6587959,1,78617,OK
646,704,"1700 Burton Dr, Austin, TX 78741, USA",1700 Burton Dr in Austin (TX),30.236612899999997,-97.7287967,1,78741,OK
647,705,"Travis, TX 76570, USA",Travis (TX),31.1354588,-97.0027678,1,76570,OK
648,706,"4014 W William Cannon Dr, Austin, TX 78749, USA",4014 W William Cannon Dr in Austin (TX),30.219592,-97.835475,1,78749,OK
649,707,"10555 US-290, Manor, TX 78653, USA",10555 U.S 290 in Manor (TX),30.3490086,-97.5579638,1,78653,OK
650,708,"2000 Cedar Bend Dr, Austin, TX 78758, USA",2000 Cedar Bend Drive in Austin (TX),30.409552,-97.697985,1,78758,OK
651,709,"8210 Alcorn Cir, Austin, TX 78748, USA",8210 Alcorn Circle in Austin (TX),30.179675300000003,-97.7948863,1,78748,OK
